"GEO_ID","NAME","B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied:","Margin of Error!!Total:!!Owner occupied:","Estimate!!Total:!!Owner occupied:!!No vehicle available","Margin of Error!!Total:!!Owner occupied:!!No vehicle available","Estimate!!Total:!!Owner occupied:!!1 vehicle available","Margin of Error!!Total:!!Owner occupied:!!1 vehicle available","Estimate!!Total:!!Owner occupied:!!2 vehicles available","Margin of Error!!Total:!!Owner occupied:!!2 vehicles available","Estimate!!Total:!!Owner occupied:!!3 vehicles available","Margin of Error!!Total:!!Owner occupied:!!3 vehicles available","Estimate!!Total:!!Owner occupied:!!4 vehicles available","Margin of Error!!Total:!!Owner occupied:!!4 vehicles available","Estimate!!Total:!!Owner occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available","Estimate!!Total:!!Renter occupied:","Margin of Error!!Total:!!Renter occupied:","Estimate!!Total:!!Renter occupied:!!No vehicle available","Margin of Error!!Total:!!Renter occupied:!!No vehicle available","Estimate!!Total:!!Renter occupied:!!1 vehicle available","Margin of Error!!Total:!!Renter occupied:!!1 vehicle available","Estimate!!Total:!!Renter occupied:!!2 vehicles available","Margin of Error!!Total:!!Renter occupied:!!2 vehicles available","Estimate!!Total:!!Renter occupied:!!3 vehicles available","Margin of Error!!Total:!!Renter occupied:!!3 vehicles available","Estimate!!Total:!!Renter occupied:!!4 vehicles available","Margin of Error!!Total:!!Renter occupied:!!4 vehicles available","Estimate!!Total:!!Renter occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available",
"1400000US37051002301","Census Tract 23.01; Cumberland County; North Carolina","1600","194","589","94","9","15","215","76","232","73","86","48","47","35","0","14","1011","207","181","176","568","115","213","118","44","50","5","9","0","14",
"1400000US37051002302","Census Tract 23.02; Cumberland County; North Carolina","432","71","136","43","0","14","21","22","67","30","18","14","19","28","11","17","296","76","140","63","105","61","36","30","15","17","0","14","0","14",
"1400000US37051002401","Census Tract 24.01; Cumberland County; North Carolina","610","62","157","37","0","14","32","20","57","25","49","28","11","11","8","10","453","57","133","36","233","53","87","32","0","14","0","14","0","14",
"1400000US37051002402","Census Tract 24.02; Cumberland County; North Carolina","1725","170","540","166","8","12","239","127","201","106","68","40","12","19","12","19","1185","100","126","55","792","113","267","89","0","14","0","14","0","14",
"1400000US37051002501","Census Tract 25.01; Cumberland County; North Carolina","3054","208","1793","216","23","25","452","117","828","192","305","117","122","61","63","59","1261","173","48","44","640","135","453","136","99","61","0","19","21","34",
"1400000US37051002503","Census Tract 25.03; Cumberland County; North Carolina","2209","198","1352","196","22","24","505","138","524","196","276","94","25","29","0","14","857","155","65","58","593","136","172","95","27","25","0","14","0","14",
"1400000US37051002504","Census Tract 25.04; Cumberland County; North Carolina","3026","182","1767","198","44","49","440","137","815","155","331","113","96","56","41","28","1259","173","62","48","466","149","641","124","50","35","19","21","21","34",
"1400000US37051002505","Census Tract 25.05; Cumberland County; North Carolina","1289","125","490","102","0","14","190","85","169","62","131","48","0","14","0","14","799","127","188","98","416","110","136","81","59","40","0","14","0","14",
"1400000US37051002506","Census Tract 25.06; Cumberland County; North Carolina","1678","162","427","89","0","14","86","50","211","83","117","52","5","9","8","14","1251","186","130","77","764","165","309","108","48","50","0","14","0","14",
"1400000US37051002600","Census Tract 26; Cumberland County; North Carolina","1961","181","1504","186","19","23","278","100","627","139","410","116","82","42","88","61","457","120","27","34","178","72","179","78","59","43","14","18","0","14",
"1400000US37051002701","Census Tract 27.01; Cumberland County; North Carolina","987","115","850","120","57","50","124","66","268","79","210","77","130","57","61","38","137","54","4","8","62","49","32","27","25","25","14","15","0","14",
"1400000US37051002702","Census Tract 27.02; Cumberland County; North Carolina","2166","225","1746","230","22","35","317","154","761","204","446","147","124","69","76","57","420","181","34","37","217","145","105","83","39","48","25","27","0","19",
"1400000US37051002801","Census Tract 28.01; Cumberland County; North Carolina","1600","130","1383","129","20","27","318","116","400","90","416","118","137","79","92","62","217","84","3","4","87","47","82","51","45","52","0","14","0","14",
"1400000US37051002802","Census Tract 28.02; Cumberland County; North Carolina","1000","144","715","128","46","61","87","50","323","85","100","57","138","118","21","24","285","115","0","14","143","87","108","83","34","37","0","14","0","14",
"1400000US37051002900","Census Tract 29; Cumberland County; North Carolina","1919","239","1537","238","13","21","266","142","604","210","354","107","221","93","79","48","382","138","35","40","149","81","116","112","82","52","0","14","0","14",
"1400000US37051003002","Census Tract 30.02; Cumberland County; North Carolina","983","98","774","90","25","20","137","53","331","80","188","81","23","22","70","37","209","53","27","29","61","39","80","35","41","29","0","14","0","14",
"1400000US37051003003","Census Tract 30.03; Cumberland County; North Carolina","2421","173","1981","226","27","32","442","153","802","190","460","170","215","108","35","32","440","172","0","19","94","66","317","154","0","19","29","50","0","19",
"1400000US37051003004","Census Tract 30.04; Cumberland County; North Carolina","2552","191","2400","180","58","52","385","152","906","222","777","213","213","120","61","56","152","108","30","48","39","68","61","61","22","37","0","19","0","19",
"1400000US37051003102","Census Tract 31.02; Cumberland County; North Carolina","2155","265","1530","265","36","40","110","66","770","257","388","111","170","92","56","43","625","144","22","34","331","105","155","71","102","63","15","22","0","19",
"1400000US37051003103","Census Tract 31.03; Cumberland County; North Carolina","2381","199","1533","177","55","41","385","122","702","154","234","87","133","62","24","38","848","190","99","93","385","123","250","103","96","72","18","31","0","19",
"1400000US37051003105","Census Tract 31.05; Cumberland County; North Carolina","1591","155","1285","179","13","20","400","171","505","126","259","92","108","59","0","14","306","91","39","36","45","31","189","79","22","31","0","14","11","19",
"1400000US37051003106","Census Tract 31.06; Cumberland County; North Carolina","732","134","517","129","5","8","108","50","185","66","171","130","22","21","26","20","215","71","0","14","107","53","71","45","30","28","7","11","0","14",
"1400000US37051003203","Census Tract 32.03; Cumberland County; North Carolina","2064","109","1022","125","0","14","341","116","479","121","105","55","88","68","9","15","1042","143","99","69","663","142","246","102","34","37","0","14","0","14",
"1400000US37051003205","Census Tract 32.05; Cumberland County; North Carolina","1808","132","1207","143","19","23","328","75","474","131","226","67","131","54","29","24","601","98","72","39","267","88","189","60","57","46","16","17","0","14",
"1400000US37051003206","Census Tract 32.06; Cumberland County; North Carolina","1830","186","1396","195","0","19","185","86","478","124","490","133","197","137","46","38","434","122","3","12","157","75","208","87","66","71","0","19","0","19",
"1400000US37051003207","Census Tract 32.07; Cumberland County; North Carolina","2723","220","2157","200","0","19","420","145","1006","182","360","135","233","93","138","95","566","196","0","19","234","107","150","78","120","138","62","57","0","19",
"1400000US37051003208","Census Tract 32.08; Cumberland County; North Carolina","1761","162","645","134","0","14","185","93","315","105","96","68","27","30","22","35","1116","170","93","65","599","184","296","119","79","69","0","14","49","75",
"1400000US37051003209","Census Tract 32.09; Cumberland County; North Carolina","1528","184","1015","191","9","15","234","85","406","117","341","149","25","29","0","14","513","105","0","14","228","81","220","81","54","44","0","14","11","17",
"1400000US37051003302","Census Tract 33.02; Cumberland County; North Carolina","2520","237","779","150","56","52","225","94","304","109","143","71","51","34","0","19","1741","269","248","108","1023","267","333","97","118","68","19","28","0","19",
"1400000US37051003304","Census Tract 33.04; Cumberland County; North Carolina","3160","148","1457","143","34","40","599","135","398","105","372","122","42","32","12","19","1703","180","109","84","762","166","720","167","112","105","0","19","0","19",
"1400000US37051003307","Census Tract 33.07; Cumberland County; North Carolina","1427","95","728","79","9","13","97","41","276","75","260","74","63","32","23","24","699","100","44","32","370","80","255","71","30","29","0","14","0","14",
"1400000US37051003310","Census Tract 33.10; Cumberland County; North Carolina","2015","160","837","159","15","23","267","105","295","105","200","95","20","21","40","37","1178","177","53","52","585","140","418","135","97","67","25","27","0","19",
"1400000US37051003311","Census Tract 33.11; Cumberland County; North Carolina","1333","124","129","67","7","13","83","51","28","31","1","12","0","14","10","16","1204","138","124","74","715","145","304","76","61","41","0","14","0","14",
"1400000US37051003312","Census Tract 33.12; Cumberland County; North Carolina","2844","254","1866","237","21","23","605","165","607","147","420","171","169","75","44","41","978","272","95","52","388","204","389","140","106","64","0","19","0","19",
"1400000US37051003313","Census Tract 33.13; Cumberland County; North Carolina","2539","161","1676","199","0","19","320","142","727","143","413","139","89","62","127","86","863","156","54","50","244","101","377","108","126","89","62","53","0","19",
"1400000US37051003314","Census Tract 33.14; Cumberland County; North Carolina","2777","199","1690","198","98","142","426","130","673","170","369","122","93","70","31","37","1087","173","136","83","502","159","339","121","74","64","14","23","22","34",
"1400000US37051003315","Census Tract 33.15; Cumberland County; North Carolina","2050","225","923","221","0","14","292","142","489","208","87","51","55","36","0","14","1127","153","109","68","534","115","347","115","116","74","21","23","0","14",
"1400000US37051003316","Census Tract 33.16; Cumberland County; North Carolina","922","96","290","80","7","11","147","61","63","31","46","30","20","23","7","14","632","117","58","50","319","94","218","82","29","28","0","14","8","13",
"1400000US37051003317","Census Tract 33.17; Cumberland County; North Carolina","1280","129","833","107","42","35","302","93","330","81","108","57","45","36","6","10","447","126","0","14","235","87","165","111","47","43","0","14","0","14",
"1400000US37051003318","Census Tract 33.18; Cumberland County; North Carolina","1116","90","336","90","0","14","86","56","152","65","78","46","10","16","10","15","780","109","44","41","413","97","274","95","49","38","0","14","0","14",
"1400000US37051003401","Census Tract 34.01; Cumberland County; North Carolina","641","88","10","11","0","14","6","8","4","7","0","14","0","14","0","14","631","87","16","16","158","58","374","81","78","64","2","5","3","4",
"1400000US37051003403","Census Tract 34.03; Cumberland County; North Carolina","839","146","0","14","0","14","0","14","0","14","0","14","0","14","0","14","839","146","8","13","285","89","517","135","10","20","19","29","0","14",
"1400000US37051003404","Census Tract 34.04; Cumberland County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US37051003408","Census Tract 34.08; Cumberland County; North Carolina","1554","265","0","19","0","19","0","19","0","19","0","19","0","19","0","19","1554","265","13","18","603","166","797","253","135","85","6","21","0","19",
"1400000US37051003409","Census Tract 34.09; Cumberland County; North Carolina","312","67","13","19","0","14","0","14","13","19","0","14","0","14","0","14","299","65","4","7","45","27","226","62","21","15","3","7","0","14",
"1400000US37051003410","Census Tract 34.10; Cumberland County; North Carolina","585","87","8","9","0","14","4","6","4","6","0","14","0","14","0","14","577","87","7","10","206","82","339","65","21","23","4","7","0","14",
"1400000US37051003501","Census Tract 35.01; Cumberland County; North Carolina","1361","138","347","91","0","14","110","62","126","70","97","57","14","20","0","14","1014","152","121","57","426","109","336","104","87","75","44","72","0","14",
"1400000US37051003502","Census Tract 35.02; Cumberland County; North Carolina","758","158","179","66","0","14","98","45","48","41","25","23","8","12","0","14","579","156","37","27","316","154","210","77","6","9","0","14","10","16",
"1400000US37051003601","Census Tract 36.01; Cumberland County; North Carolina","1212","168","181","90","45","44","25","29","74","58","37","42","0","14","0","14","1031","158","79","50","457","135","413","151","65","43","17","26","0","14",
"1400000US37051003602","Census Tract 36.02; Cumberland County; North Carolina","824","178","452","137","22","27","104","53","248","124","72","44","6","11","0","14","372","154","14","15","138","70","179","146","18","28","17","22","6","10",
"1400000US37051003700","Census Tract 37; Cumberland County; North Carolina","2802","256","2211","214","63","50","327","128","984","190","492","134","210","81","135","62","591","213","110","163","136","79","237","107","39","44","46","55","23","26",
"1400000US37051003800","Census Tract 38; Cumberland County; North Carolina","873","154","316","86","31","30","140","74","94","42","51","37","0","14","0","14","557","150","205","127","195","75","124","54","20","23","13","20","0","14",
