"year","month","state","handgun_unadjusted","long_gun_unadjusted","total_unadjusted","handgun_adjusted","long_gun_adjusted","total_adjusted"
2007,"07","Puerto Rico",595,138,733,613,144,757
2014,"07","Puerto Rico",1075,265,1340,1142,256,1398
2002,"07","Puerto Rico",657,97,754,689,105,793
2004,"07","Puerto Rico",595,140,735,625,142,767
2018,"07","Puerto Rico",2203,191,2395,2339,190,2529
2020,"07","Puerto Rico",2549,319,2868,2738,326,3064
2023,"07","Puerto Rico",3979,383,4362,4290,408,4698
2022,"07","Puerto Rico",5148,420,5568,5530,440,5970
2024,"07","Puerto Rico",3466,408,3874,3767,437,4204
2006,"07","Puerto Rico",612,164,776,641,167,809
2001,"07","Puerto Rico",535,132,667,564,143,707
2011,"07","Puerto Rico",715,198,913,732,199,931
2009,"07","Puerto Rico",612,124,736,612,132,744
2013,"07","Puerto Rico",1238,258,1496,1311,250,1561
2012,"07","Puerto Rico",1090,261,1351,1142,258,1400
2016,"07","Puerto Rico",1164,279,1443,1228,273,1501
2008,"07","Puerto Rico",482,102,584,489,111,600
2000,"07","Puerto Rico",317,100,417,336,112,448
2003,"07","Puerto Rico",525,127,651,548,131,679
2025,"07","Puerto Rico",2972,430,3402,3242,460,3703
2017,"07","Puerto Rico",1251,230,1481,1322,225,1547
2015,"07","Puerto Rico",1222,265,1487,1293,257,1550
2005,"07","Puerto Rico",622,175,796,653,177,830
2010,"07","Puerto Rico",641,190,832,646,196,841
2019,"07","Puerto Rico",2185,242,2427,2336,244,2581
2014,"08","Puerto Rico",1220,316,1536,1204,275,1479
2022,"08","Puerto Rico",5348,447,5795,5582,425,6007
2017,"08","Puerto Rico",1323,287,1610,1293,243,1537
2001,"08","Puerto Rico",777,193,969,656,139,794
2013,"08","Puerto Rico",1450,258,1708,1433,217,1650
2023,"08","Puerto Rico",4264,471,4734,4474,454,4928
2019,"08","Puerto Rico",2374,282,2655,2362,244,2606
2004,"08","Puerto Rico",540,157,697,502,119,621
2009,"08","Puerto Rico",570,194,763,554,153,707
2000,"08","Puerto Rico",421,189,610,348,133,481
2006,"08","Puerto Rico",546,200,746,519,161,680
2007,"08","Puerto Rico",658,251,909,626,209,835
2021,"08","Puerto Rico",5136,472,5608,5282,445,5726
2015,"08","Puerto Rico",1202,275,1477,1180,231,1411
2003,"08","Puerto Rico",581,185,766,523,142,666
2008,"08","Puerto Rico",551,162,713,529,120,649
2024,"08","Puerto Rico",3352,470,3821,3519,455,3974
2018,"08","Puerto Rico",2702,318,3020,2658,277,2935
2010,"08","Puerto Rico",628,200,828,619,162,781
2016,"08","Puerto Rico",1207,284,1490,1180,239,1419
2025,"08","Puerto Rico",3179,433,3612,3339,421,3760
2012,"08","Puerto Rico",1195,350,1544,1186,310,1497
2002,"08","Puerto Rico",785,162,947,682,113,795
2020,"08","Puerto Rico",2718,308,3026,2749,274,3024
2005,"08","Puerto Rico",768,200,968,729,162,891
2011,"08","Puerto Rico",899,216,1114,889,176,1065
2008,"09","Puerto Rico",547,185,732,530,135,666
2018,"09","Puerto Rico",2396,242,2638,2536,242,2778
2000,"09","Puerto Rico",393,147,540,358,108,466
2004,"09","Puerto Rico",495,164,659,471,121,592
2010,"09","Puerto Rico",586,200,787,595,153,748
2009,"09","Puerto Rico",604,194,798,599,144,744
2005,"09","Puerto Rico",760,208,968,725,163,888
2017,"09","Puerto Rico",705,160,865,736,154,890
2006,"09","Puerto Rico",678,201,879,646,155,800
2025,"09","Puerto Rico",3533,418,3951,3772,445,4218
2014,"09","Puerto Rico",1148,275,1423,1195,246,1442
2013,"09","Puerto Rico",1305,322,1627,1370,287,1657
2012,"09","Puerto Rico",1049,230,1279,1101,190,1291
2023,"09","Puerto Rico",3854,416,4270,4159,439,4598
2020,"09","Puerto Rico",2858,329,3187,3111,338,3449
2021,"09","Puerto Rico",5292,410,5702,5779,424,6203
2007,"09","Puerto Rico",631,163,794,604,114,718
2024,"09","Puerto Rico",3237,425,3662,3472,451,3923
2001,"09","Puerto Rico",682,135,817,628,96,724
2015,"09","Puerto Rico",1168,264,1432,1209,245,1454
2019,"09","Puerto Rico",1741,242,1983,1870,247,2117
2002,"09","Puerto Rico",722,188,910,672,148,821
2011,"09","Puerto Rico",971,246,1218,1007,202,1210
2016,"09","Puerto Rico",1247,261,1508,1291,249,1540
2003,"09","Puerto Rico",529,228,757,498,187,684
2022,"09","Puerto Rico",3926,324,4250,4267,343,4610
2019,"10","Puerto Rico",2115,211,2326,2073,229,2302
2003,"10","Puerto Rico",632,174,806,577,140,717
2012,"10","Puerto Rico",1263,218,1481,1220,232,1452
2005,"10","Puerto Rico",679,141,820,624,124,748
2007,"10","Puerto Rico",688,156,844,640,157,797
2014,"10","Puerto Rico",1290,239,1529,1260,251,1510
2002,"10","Puerto Rico",895,199,1094,812,160,972
2017,"10","Puerto Rico",1235,144,1379,1211,156,1367
2000,"10","Puerto Rico",400,112,513,359,70,429
2020,"10","Puerto Rico",4134,326,4459,4085,348,4432
2004,"10","Puerto Rico",678,174,851,620,148,768
2006,"10","Puerto Rico",728,161,889,674,153,828
2009,"10","Puerto Rico",647,135,782,609,145,754
2010,"10","Puerto Rico",559,112,671,533,125,658
2008,"10","Puerto Rico",521,122,644,487,128,615
2024,"10","Puerto Rico",3280,479,3759,3336,489,3825
2001,"10","Puerto Rico",661,172,833,594,130,724
2018,"10","Puerto Rico",2698,250,2948,2647,264,2911
2022,"10","Puerto Rico",5252,395,5647,5318,417,5734
2015,"10","Puerto Rico",1180,233,1414,1154,245,1398
2016,"10","Puerto Rico",1309,241,1550,1284,251,1536
2021,"10","Puerto Rico",6262,397,6659,6273,421,6694
2011,"10","Puerto Rico",1062,208,1269,1020,224,1244
2023,"10","Puerto Rico",3715,411,4126,3776,428,4204
2013,"10","Puerto Rico",1313,340,1653,1274,353,1627
2025,"10","Puerto Rico",4023,466,4489,4076,471,4547
2007,"11","Puerto Rico",569,117,685,578,140,719
2003,"11","Puerto Rico",516,108,624,516,123,639
2008,"11","Puerto Rico",475,99,574,497,125,622
2022,"11","Puerto Rico",6602,547,7149,6239,522,6762
2010,"11","Puerto Rico",615,131,746,649,157,807
2002,"11","Puerto Rico",559,147,706,567,163,730
2016,"11","Puerto Rico",1493,262,1754,1403,264,1668
2020,"11","Puerto Rico",3200,267,3467,2994,247,3242
2000,"11","Puerto Rico",353,79,432,363,93,456
2004,"11","Puerto Rico",708,121,829,699,138,838
2014,"11","Puerto Rico",1284,211,1495,1239,229,1467
2015,"11","Puerto Rico",1158,209,1367,1098,220,1318
2011,"11","Puerto Rico",1043,187,1230,1076,212,1288
2001,"11","Puerto Rico",693,118,811,712,133,844
2017,"11","Puerto Rico",2152,316,2467,2006,310,2316
2013,"11","Puerto Rico",1366,285,1651,1341,307,1648
2019,"11","Puerto Rico",2125,256,2382,1981,238,2219
2023,"11","Puerto Rico",4392,549,4941,4175,522,4696
2005,"11","Puerto Rico",698,140,838,688,160,848
2024,"11","Puerto Rico",3375,486,3861,3217,457,3674
2021,"11","Puerto Rico",6331,448,6778,5948,425,6373
2009,"11","Puerto Rico",536,121,657,568,148,717
2018,"11","Puerto Rico",2905,283,3188,2709,270,2979
2006,"11","Puerto Rico",708,146,855,705,169,874
2012,"11","Puerto Rico",1194,213,1407,1201,236,1437
2025,"11","Puerto Rico",3906,472,4378,3741,441,4183
2009,"12","Puerto Rico",678,134,812,614,137,751
2022,"12","Puerto Rico",5645,447,6092,5465,447,5912
2001,"12","Puerto Rico",624,98,722,584,79,662
2012,"12","Puerto Rico",1637,321,1958,1533,310,1843
2021,"12","Puerto Rico",6124,428,6552,5882,429,6311
2006,"12","Puerto Rico",634,127,760,567,127,694
2004,"12","Puerto Rico",923,197,1120,833,185,1017
2017,"12","Puerto Rico",2564,380,2944,2424,355,2779
2023,"12","Puerto Rico",4039,458,4497,3935,455,4390
2024,"12","Puerto Rico",3378,419,3797,3327,412,3738
2016,"12","Puerto Rico",1498,312,1811,1410,284,1693
2025,"12","Puerto Rico",3570,569,4138,3539,560,4098
2020,"12","Puerto Rico",3973,312,4286,3812,311,4123
2008,"12","Puerto Rico",626,122,748,565,127,693
2014,"12","Puerto Rico",1307,258,1565,1227,234,1461
2015,"12","Puerto Rico",1173,277,1450,1099,249,1347
2019,"12","Puerto Rico",1972,243,2215,1885,237,2122
2003,"12","Puerto Rico",698,169,868,638,153,791
2000,"12","Puerto Rico",417,117,534,396,98,494
2010,"12","Puerto Rico",741,163,904,677,163,839
2005,"12","Puerto Rico",683,150,833,613,143,756
2013,"12","Puerto Rico",1181,286,1467,1111,267,1378
2002,"12","Puerto Rico",581,175,756,534,157,691
2007,"12","Puerto Rico",678,139,816,612,143,755
2011,"12","Puerto Rico",1144,219,1363,1060,214,1273
2018,"12","Puerto Rico",2255,263,2518,2148,248,2396
2018,"01","Rhode Island",1273,842,2114,1178,794,1972
2025,"01","Rhode Island",1627,952,2578,1506,874,2380
2026,"01","Rhode Island",2012,1614,3626,1847,1465,3312
2007,"01","Rhode Island",562,503,1065,524,498,1022
2014,"01","Rhode Island",1037,899,1936,976,886,1862
2021,"01","Rhode Island",3035,2091,5126,2815,1932,4747
2004,"01","Rhode Island",487,535,1022,467,533,1001
2001,"01","Rhode Island",485,440,925,456,451,907
2010,"01","Rhode Island",820,661,1481,760,662,1422
2023,"01","Rhode Island",1449,824,2273,1358,768,2126
2005,"01","Rhode Island",494,515,1009,472,510,982
2024,"01","Rhode Island",1405,980,2385,1312,914,2226
2003,"01","Rhode Island",431,518,949,411,521,932
2002,"01","Rhode Island",517,525,1042,489,534,1023
2017,"01","Rhode Island",1492,932,2423,1389,892,2281
2012,"01","Rhode Island",1071,866,1937,1009,869,1879
2016,"01","Rhode Island",1749,1182,2932,1640,1149,2789
2000,"01","Rhode Island",480,471,950,449,485,934
2011,"01","Rhode Island",823,631,1454,769,633,1402
2015,"01","Rhode Island",1129,838,1967,1059,817,1876
2008,"01","Rhode Island",572,549,1121,530,545,1075
2006,"01","Rhode Island",513,528,1041,485,524,1009
2009,"01","Rhode Island",859,710,1569,794,706,1500
2022,"01","Rhode Island",1478,955,2433,1383,890,2273
2019,"01","Rhode Island",1343,912,2255,1238,847,2085
2020,"01","Rhode Island",1643,1165,2808,1518,1081,2599
2013,"01","Rhode Island",2416,2112,4528,2277,2101,4378
2022,"02","Rhode Island",1663,1065,2728,1547,1037,2584
2025,"02","Rhode Island",1623,1046,2669,1516,967,2484
2013,"02","Rhode Island",1747,1361,3108,1498,1283,2781
2017,"02","Rhode Island",1636,1034,2670,1458,957,2415
2018,"02","Rhode Island",1629,1204,2834,1459,1127,2586
2019,"02","Rhode Island",1365,904,2269,1225,860,2086
2001,"02","Rhode Island",471,476,947,444,516,960
2007,"02","Rhode Island",565,525,1090,517,528,1045
2021,"02","Rhode Island",2432,1492,3924,2235,1462,3698
2016,"02","Rhode Island",1584,1100,2684,1409,1025,2435
2026,"02","Rhode Island",1806,1383,3189,1683,1270,2952
2003,"02","Rhode Island",490,470,959,470,511,981
2002,"02","Rhode Island",465,444,910,443,481,924
2024,"02","Rhode Island",1492,908,2399,1398,850,2248
2014,"02","Rhode Island",1251,945,2196,1092,892,1984
2011,"02","Rhode Island",997,759,1756,850,713,1563
2005,"02","Rhode Island",483,454,937,458,483,941
2015,"02","Rhode Island",1164,848,2012,1026,796,1822
2004,"02","Rhode Island",455,499,955,436,541,977
2010,"02","Rhode Island",881,641,1522,762,604,1365
2006,"02","Rhode Island",548,473,1021,511,489,1000
2009,"02","Rhode Island",884,752,1637,773,718,1491
2023,"02","Rhode Island",1459,1066,2524,1365,1020,2386
2000,"02","Rhode Island",590,452,1042,555,490,1045
2012,"02","Rhode Island",1383,999,2382,1177,941,2118
2008,"02","Rhode Island",590,585,1175,526,573,1099
2020,"02","Rhode Island",1671,1028,2699,1517,999,2516
2017,"03","Rhode Island",1812,1115,2927,1436,892,2328
2023,"03","Rhode Island",1632,1076,2708,1287,842,2130
2013,"03","Rhode Island",1992,1638,3630,1524,1326,2850
2008,"03","Rhode Island",747,618,1365,570,522,1093
2002,"03","Rhode Island",495,537,1032,403,502,905
2024,"03","Rhode Island",1701,1032,2732,1366,822,2188
2016,"03","Rhode Island",1720,1112,2832,1375,912,2287
2011,"03","Rhode Island",1166,867,2033,874,702,1576
2006,"03","Rhode Island",632,585,1218,485,507,992
2001,"03","Rhode Island",508,436,944,420,412,832
2025,"03","Rhode Island",1850,1121,2971,1497,896,2393
2012,"03","Rhode Island",1416,1159,2575,1068,934,2002
2022,"03","Rhode Island",2084,1476,3561,1616,1134,2751
2015,"03","Rhode Island",1265,941,2206,1004,776,1779
2005,"03","Rhode Island",645,598,1243,499,527,1026
2009,"03","Rhode Island",1030,854,1883,781,712,1493
2004,"03","Rhode Island",631,584,1216,496,525,1021
2010,"03","Rhode Island",971,788,1759,732,648,1380
2020,"03","Rhode Island",3461,3208,6668,2626,2395,5021
2000,"03","Rhode Island",646,522,1168,536,496,1032
2018,"03","Rhode Island",2058,1747,3805,1605,1357,2962
2007,"03","Rhode Island",630,619,1250,481,529,1010
2019,"03","Rhode Island",1616,1239,2854,1234,933,2167
2014,"03","Rhode Island",1361,1147,2508,1063,942,2004
2003,"03","Rhode Island",522,536,1058,417,492,909
2021,"03","Rhode Island",2947,2021,4968,2245,1516,3761
2001,"04","Rhode Island",414,459,872,412,508,920
2018,"04","Rhode Island",1485,1091,2576,1415,1047,2463
2022,"04","Rhode Island",1613,1103,2716,1508,1050,2558
2009,"04","Rhode Island",979,809,1788,902,814,1716
2017,"04","Rhode Island",1481,960,2441,1424,936,2360
2021,"04","Rhode Island",2402,1652,4055,2257,1579,3837
2006,"04","Rhode Island",471,459,930,441,485,926
2007,"04","Rhode Island",560,515,1075,524,537,1061
2012,"04","Rhode Island",1176,920,2096,1078,925,2003
2023,"04","Rhode Island",1488,1004,2493,1391,956,2347
2015,"04","Rhode Island",1148,778,1926,1102,788,1890
2019,"04","Rhode Island",1320,1042,2362,1252,999,2251
2020,"04","Rhode Island",2478,1825,4303,2331,1740,4071
2024,"04","Rhode Island",1456,871,2328,1357,822,2179
2010,"04","Rhode Island",767,602,1368,699,598,1298
2008,"04","Rhode Island",609,528,1137,565,538,1103
2013,"04","Rhode Island",1639,1585,3224,1527,1611,3138
2014,"04","Rhode Island",1038,838,1877,981,853,1834
2016,"04","Rhode Island",1416,972,2388,1361,964,2325
2011,"04","Rhode Island",1016,777,1793,930,776,1707
2002,"04","Rhode Island",446,428,873,439,471,911
2004,"04","Rhode Island",503,447,949,483,486,970
2000,"04","Rhode Island",529,431,960,529,478,1008
2003,"04","Rhode Island",516,504,1020,504,555,1059
2005,"04","Rhode Island",502,502,1003,476,541,1018
2025,"04","Rhode Island",1682,933,2615,1570,882,2452
2013,"05","Rhode Island",1360,1121,2480,1454,1308,2762
2011,"05","Rhode Island",783,614,1397,825,713,1538
2022,"05","Rhode Island",1445,999,2444,1581,1139,2720
2003,"05","Rhode Island",462,418,880,467,538,1005
2008,"05","Rhode Island",630,494,1124,621,580,1201
2018,"05","Rhode Island",1255,851,2106,1323,1033,2356
2024,"05","Rhode Island",1235,725,1960,1360,810,2170
2012,"05","Rhode Island",1056,879,1935,1128,1022,2150
2015,"05","Rhode Island",1086,706,1792,1147,838,1985
2023,"05","Rhode Island",1219,816,2035,1340,918,2258
2009,"05","Rhode Island",792,632,1424,798,738,1536
2017,"05","Rhode Island",1353,795,2148,1423,964,2387
2002,"05","Rhode Island",461,440,901,476,574,1050
2006,"05","Rhode Island",516,446,961,500,539,1040
2014,"05","Rhode Island",920,751,1671,976,881,1856
2019,"05","Rhode Island",1221,752,1973,1302,907,2209
2021,"05","Rhode Island",1913,1334,3247,2077,1552,3629
2001,"05","Rhode Island",381,356,737,399,465,864
2004,"05","Rhode Island",488,383,871,484,485,970
2007,"05","Rhode Island",516,431,947,501,511,1011
2010,"05","Rhode Island",700,506,1206,722,589,1311
2020,"05","Rhode Island",2136,1427,3563,2298,1686,3984
2025,"05","Rhode Island",1428,793,2221,1573,892,2465
2005,"05","Rhode Island",468,372,839,456,460,916
2016,"05","Rhode Island",1154,714,1868,1213,855,2068
2000,"05","Rhode Island",454,370,824,479,482,962
2017,"06","Rhode Island",1324,817,2142,1525,986,2512
2009,"06","Rhode Island",691,592,1283,806,738,1543
2011,"06","Rhode Island",752,629,1382,899,770,1669
2022,"06","Rhode Island",1980,1364,3344,2261,1687,3949
2012,"06","Rhode Island",933,780,1713,1124,947,2071
2000,"06","Rhode Island",450,360,810,488,496,984
2019,"06","Rhode Island",1008,691,1698,1165,854,2019
2021,"06","Rhode Island",1689,1214,2903,1949,1510,3459
2004,"06","Rhode Island",484,415,899,542,554,1096
2003,"06","Rhode Island",417,346,763,461,467,928
2002,"06","Rhode Island",444,382,826,487,521,1008
2001,"06","Rhode Island",372,338,710,404,463,868
2006,"06","Rhode Island",410,387,798,471,507,978
2013,"06","Rhode Island",1092,860,1953,1323,1043,2366
2025,"06","Rhode Island",1542,1152,2694,1740,1421,3160
2010,"06","Rhode Island",656,548,1203,770,674,1445
2014,"06","Rhode Island",805,618,1423,960,743,1703
2007,"06","Rhode Island",461,407,868,533,525,1058
2008,"06","Rhode Island",493,404,897,570,511,1081
2024,"06","Rhode Island",1094,641,1736,1237,789,2025
2005,"06","Rhode Island",393,305,697,446,402,848
2020,"06","Rhode Island",3308,2482,5789,3834,3079,6913
2023,"06","Rhode Island",1223,737,1960,1388,909,2297
2016,"06","Rhode Island",1451,1138,2589,1682,1358,3040
2018,"06","Rhode Island",1072,795,1868,1233,972,2205
2015,"06","Rhode Island",992,745,1737,1165,889,2054
2005,"07","Rhode Island",386,358,744,458,475,933
2021,"07","Rhode Island",1706,1217,2923,2063,1501,3564
2003,"07","Rhode Island",416,421,837,481,556,1037
2012,"07","Rhode Island",932,777,1708,1173,1039,2212
2001,"07","Rhode Island",353,342,695,409,451,860
2025,"07","Rhode Island",1500,1151,2651,1797,1414,3210
2013,"07","Rhode Island",978,844,1822,1223,1110,2332
2016,"07","Rhode Island",1417,1217,2633,1771,1554,3325
2004,"07","Rhode Island",427,380,806,499,501,1000
2006,"07","Rhode Island",397,376,773,481,502,984
2002,"07","Rhode Island",414,378,792,478,498,976
2011,"07","Rhode Island",723,576,1299,908,779,1686
2023,"07","Rhode Island",1063,674,1737,1267,824,2092
2020,"07","Rhode Island",2734,1703,4436,3338,2119,5457
2008,"07","Rhode Island",554,462,1016,689,624,1313
2015,"07","Rhode Island",943,702,1644,1176,897,2073
2010,"07","Rhode Island",657,472,1129,824,639,1463
2024,"07","Rhode Island",1086,700,1785,1295,860,2155
2007,"07","Rhode Island",398,394,792,489,529,1019
2014,"07","Rhode Island",848,714,1562,1060,922,1982
2018,"07","Rhode Island",999,618,1617,1248,783,2031
2000,"07","Rhode Island",392,344,736,455,455,909
2009,"07","Rhode Island",553,501,1054,689,677,1366
2022,"07","Rhode Island",1354,815,2169,1622,998,2620
2017,"07","Rhode Island",1062,794,1856,1329,1014,2343
2019,"07","Rhode Island",1004,664,1669,1242,832,2075
2011,"08","Rhode Island",862,741,1604,994,836,1831
2013,"08","Rhode Island",1037,871,1909,1190,991,2181
2021,"08","Rhode Island",1609,1115,2725,1809,1269,3077
2002,"08","Rhode Island",433,441,874,465,489,955
2005,"08","Rhode Island",406,385,791,460,454,914
2018,"08","Rhode Island",1138,784,1923,1283,914,2197
2017,"08","Rhode Island",1141,825,1966,1291,960,2251
2012,"08","Rhode Island",991,961,1953,1137,1085,2222
2003,"08","Rhode Island",422,477,900,460,543,1003
2019,"08","Rhode Island",1223,854,2077,1368,989,2357
2023,"08","Rhode Island",1131,779,1910,1297,877,2174
2000,"08","Rhode Island",410,441,851,435,476,912
2015,"08","Rhode Island",939,758,1697,1080,884,1964
2008,"08","Rhode Island",554,458,1012,648,532,1179
2025,"08","Rhode Island",1418,1052,2470,1641,1186,2827
2016,"08","Rhode Island",1302,1007,2309,1488,1174,2662
2022,"08","Rhode Island",1419,904,2323,1616,1025,2640
2006,"08","Rhode Island",432,429,861,499,509,1008
2024,"08","Rhode Island",1300,872,2172,1502,984,2486
2020,"08","Rhode Island",2412,1575,3988,2701,1811,4512
2010,"08","Rhode Island",718,601,1319,834,681,1516
2009,"08","Rhode Island",606,520,1126,707,595,1302
2014,"08","Rhode Island",979,861,1840,1128,997,2125
2004,"08","Rhode Island",386,437,823,428,507,935
2007,"08","Rhode Island",437,469,905,510,554,1064
2001,"08","Rhode Island",432,504,936,460,549,1009
2019,"09","Rhode Island",1104,898,2002,1308,990,2298
2005,"09","Rhode Island",452,527,979,492,505,997
2008,"09","Rhode Island",542,566,1109,623,569,1193
2003,"09","Rhode Island",415,554,969,444,520,964
2020,"09","Rhode Island",2584,1664,4248,3066,1830,4897
2015,"09","Rhode Island",1021,767,1788,1157,877,2034
2007,"09","Rhode Island",431,513,944,486,505,992
2024,"09","Rhode Island",1178,850,2028,1382,954,2336
2012,"09","Rhode Island",1056,1023,2079,1209,1116,2325
